Percentage at School,Percentage at College,Hours Studing per day,Interested in extracurricular activites?,Participated in any competition?,Self-learning capability?,Extra-courses did,Olympiads,Reading and Writing Skills,Job or Higher Studies?,Managerial or Technical,Hard Worker or Smart Worker,Worked in teams ever?,Are you Introvert?,School Major,Favorite Subject at School,College Major,Favorite Subject at College,Skills,Hours working per day,Interested Subjects,Workshops,Certifications,Name of University,Alternate University,Suggested Job Role,Course of Study
70,68,6,1,1,4,1,0,3,Job,Managerial,Smart Worker,1,0,Computer,maths,Computer Science,physics,decision making,6,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
85,89,11,0,0,5,0,1,1,Higher Studies,Managerial,Hard Worker,1,1,Biology,physics,Computer Science,english,teamwork,11,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
73,90,12,1,0,5,0,1,2,Job,Managerial,Hard Worker,1,1,Biology,physics,Computer Science,english,decision making,12,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
69,85,7,1,1,2,0,1,4,Higher Studies,Technical,Smart Worker,0,1,Biology,physics,Computer Science,maths,development,7,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
88,79,7,1,0,5,0,0,1,Job,Managerial,Smart Worker,1,0,Computer,maths,Pre-engineering,english,programming,7,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
66,94,12,0,0,4,0,1,3,Job,Managerial,Hard Worker,0,0,Computer,maths,Pre-engineering,physics,adaptability,12,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
81,67,6,0,0,2,0,1,1,Job,Managerial,Smart Worker,1,1,Computer,physics,Computer Science,english,programming,6,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
75,72,8,0,0,3,1,1,4,Higher Studies,Technical,Smart Worker,0,0,Computer,maths,Pre-engineering,computer,programming,8,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
75,92,10,0,0,2,0,1,4,Higher Studies,Managerial,Smart Worker,0,0,Computer,urdu,Pre-engineering,english,programming,10,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
88,79,10,0,0,4,1,1,2,Higher Studies,Technical,Smart Worker,1,0,Computer,maths,Computer Science,maths,teamwork,10,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
69,63,10,0,0,4,1,1,2,Job,Managerial,Smart Worker,0,0,Computer,maths,Pre-engineering,physics,decision making,10,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
85,74,5,0,0,4,1,1,2,Higher Studies,Managerial,Hard Worker,0,0,Biology,physics,Computer Science,physics,decision making,5,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
82,72,6,1,0,4,0,1,4,Job,Technical,Hard Worker,0,1,Computer,english,Pre-engineering,english,adaptability,6,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
72,92,5,0,0,4,0,0,4,Higher Studies,Technical,Hard Worker,1,0,Biology,english,Computer Science,maths,programming,5,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
69,90,10,0,0,3,0,0,3,Higher Studies,Managerial,Smart Worker,1,0,Biology,english,Computer Science,maths,development,10,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
91,78,8,0,0,3,0,1,5,Higher Studies,Technical,Hard Worker,0,0,Biology,maths,Humanities,maths,development,8,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
69,77,11,1,0,3,0,0,2,Job,Managerial,Hard Worker,1,0,Biology,physics,Humanities,computer,programming,11,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
74,79,10,1,0,4,0,1,3,Job,Technical,Hard Worker,0,1,Biology,physics,Pre-engineering,maths,testing,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
64,85,12,0,0,5,0,0,2,Job,Technical,Smart Worker,0,1,Biology,english,Computer Science,computer,teamwork,12,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
61,68,4,0,0,4,1,0,1,Higher Studies,Managerial,Smart Worker,1,1,Biology,maths,Computer Science,maths,decision making,4,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
86,90,5,0,0,4,0,1,4,Higher Studies,Technical,Hard Worker,1,0,Biology,maths,Pre-engineering,maths,testing,5,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
65,84,12,1,0,4,0,0,4,Higher Studies,Managerial,Hard Worker,0,1,Biology,maths,Computer Science,maths,testing,12,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
63,86,4,1,1,4,0,1,4,Job,Technical,Hard Worker,1,1,Computer,maths,Pre-engineering,computer,programming,4,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
71,85,4,0,0,4,1,1,5,Job,Managerial,Hard Worker,0,0,Biology,maths,Pre-engineering,maths,testing,4,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
67,60,9,0,0,4,1,0,3,Higher Studies,Managerial,Hard Worker,0,1,Computer,physics,Pre-engineering,physics,decision making,9,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
92,71,10,1,0,4,0,0,2,Job,Technical,Smart Worker,1,0,Computer,maths,Pre-engineering,maths,testing,10,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
88,76,12,1,1,4,0,1,1,Job,Managerial,Smart Worker,0,0,Biology,maths,Pre-engineering,urdu,development,12,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
79,92,11,0,0,4,0,1,1,Job,Managerial,Smart Worker,0,0,Biology,maths,Pre-engineering,maths,testing,11,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
76,65,5,1,1,5,1,1,1,Job,Managerial,Hard Worker,0,0,Computer,maths,Pre-engineering,computer,adaptability,5,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
64,91,10,0,0,4,1,0,1,Higher Studies,Technical,Hard Worker,1,0,Biology,maths,Computer Science,computer,programming,10,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
87,71,6,0,0,3,0,0,1,Job,Technical,Smart Worker,1,1,Biology,maths,Computer Science,accounting,programming,6,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
66,89,6,0,0,4,0,1,3,Job,Technical,Smart Worker,0,1,Biology,maths,Computer Science,computer,adaptability,6,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
61,63,10,0,0,5,1,1,3,Higher Studies,Managerial,Smart Worker,1,0,Biology,urdu,Computer Science,islamic studies,adaptability,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
90,88,5,0,0,3,1,0,5,Higher Studies,Managerial,Hard Worker,1,0,Computer,maths,Pre-engineering,english,adaptability,5,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
64,88,9,0,0,3,0,0,2,Job,Managerial,Hard Worker,0,0,Computer,computer,Pre-engineering,maths,development,9,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
77,63,6,0,0,2,1,0,2,Higher Studies,Technical,Smart Worker,1,0,Biology,maths,Computer Science,computer,development,6,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
82,62,4,1,0,4,0,0,4,Higher Studies,Managerial,Hard Worker,0,1,Biology,physics,Pre-engineering,computer,development,4,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
91,94,11,1,1,2,0,0,1,Job,Technical,Hard Worker,1,1,Biology,computer,Pre-engineering,pakistan studies,teamwork,11,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
72,67,7,0,0,5,0,0,5,Job,Technical,Hard Worker,0,1,Computer,maths,Pre-engineering,english,testing,7,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
81,72,11,0,0,3,0,1,1,Higher Studies,Technical,Hard Worker,0,1,Computer,english,Pre-engineering,maths,decision making,11,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
91,82,10,0,0,2,0,1,3,Higher Studies,Technical,Smart Worker,0,0,Computer,maths,Pre-engineering,computer,programming,10,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
89,82,10,0,0,2,0,0,3,Job,Technical,Hard Worker,0,1,Computer,computer,Pre-engineering,maths,decision making,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
85,90,7,1,1,2,0,1,4,Higher Studies,Managerial,Hard Worker,0,0,Biology,physics,Computer Science,computer,decision making,7,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
92,93,7,0,0,5,1,1,2,Higher Studies,Technical,Hard Worker,1,1,Computer,physics,Computer Science,maths,programming,7,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
71,86,6,1,1,4,1,0,3,Higher Studies,Technical,Smart Worker,1,0,Computer,english,Pre-engineering,chemistry,teamwork,6,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
94,94,5,1,0,2,0,1,4,Higher Studies,Technical,Hard Worker,1,0,Computer,maths,Pre-engineering,pyhsics,decision making,5,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
69,81,5,1,0,4,0,1,4,Job,Technical,Smart Worker,1,0,Computer,maths,Commerce,computer,decision making,5,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
82,63,10,1,0,4,0,0,2,Higher Studies,Managerial,Smart Worker,1,1,Computer,maths,Pre-engineering,physics,adaptability,10,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
66,93,5,1,0,3,0,1,1,Job,Managerial,Hard Worker,1,1,Computer,maths,Pre-engineering,maths,programming,5,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
74,71,11,1,0,2,1,0,1,Higher Studies,Technical,Smart Worker,1,1,Computer,maths,Pre-engineering,computer,development,11,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
62,64,9,1,1,1,0,1,4,Higher Studies,Managerial,Hard Worker,0,1,Biology,chemistry,Pre-engineering,maths,development,9,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
82,72,5,0,0,4,1,0,5,Higher Studies,Managerial,Hard Worker,0,0,Computer,english,Pre-engineering,physics,programming,5,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
71,65,5,1,1,1,1,0,1,Job,Technical,Hard Worker,0,1,Biology,pakistan studies,Computer Science,computer,testing,5,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
73,93,10,1,1,3,1,1,4,Higher Studies,Technical,Hard Worker,1,1,Computer,english,Computer Science,computer,teamwork,10,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
88,78,5,0,0,3,1,0,1,Higher Studies,Managerial,Smart Worker,1,0,Biology,maths,Commerce,computer,decision making,5,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
77,65,8,0,0,3,1,0,4,Job,Technical,Smart Worker,0,1,Biology,physics,Computer Science,pakistan studies,testing,8,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
61,89,7,0,0,2,1,0,1,Higher Studies,Technical,Hard Worker,0,0,Biology,maths,Pre-engineering,english,testing,7,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
69,70,6,0,0,3,1,0,2,Job,Technical,Hard Worker,1,1,Biology,physics,Computer Science,maths,programming,6,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
92,81,12,1,1,3,0,1,2,Higher Studies,Technical,Smart Worker,0,0,Biology,maths,Pre-engineering,computer,testing,12,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
85,82,8,0,0,1,1,1,5,Job,Managerial,Hard Worker,1,1,Computer,maths,Computer Science,maths,decision making,8,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
80,76,6,1,0,3,1,1,3,Job,Managerial,Hard Worker,0,1,Computer,maths,Computer Science,computer,testing,6,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
89,87,6,1,0,3,0,1,1,Higher Studies,Technical,Smart Worker,1,1,Computer,physics,Pre-engineering,maths,development,6,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
91,73,11,1,0,1,0,0,3,Higher Studies,Managerial,Smart Worker,1,0,Biology,maths,Pre-engineering,chemistry,testing,11,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
73,79,5,0,0,2,0,1,1,Higher Studies,Managerial,Smart Worker,0,0,Computer,urdu,Pre-engineering,pyhsics,adaptability,5,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
66,68,9,0,0,1,0,1,3,Higher Studies,Managerial,Hard Worker,1,1,Biology,maths,Computer Science,computer,photography,9,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
82,93,10,0,0,1,1,0,2,Job,Technical,Smart Worker,0,1,Biology,maths,Pre-engineering,physics,programming,10,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
73,80,4,0,0,5,0,1,1,Job,Managerial,Smart Worker,1,0,Computer,physics,Computer Science,maths,gaming,4,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
74,76,7,1,1,4,1,1,3,Job,Managerial,Hard Worker,0,0,Biology,english,Pre-engineering,computer,data analysis,7,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
66,86,4,1,0,3,1,0,1,Higher Studies,Technical,Hard Worker,1,0,Computer,english,Computer Science,maths,programming,4,Automation,Expert Lecture on IOT,Certified IoT Professional Program,Mehran University of Engineering and Technology,Sir Syed University of Engineering and Technology,IOT Engineer,"EE, CS"
83,78,5,0,0,4,1,1,4,Job,Technical,Smart Worker,1,1,Computer,english,Computer Science,physics,data analysis,5,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
70,88,9,0,0,5,0,0,4,Higher Studies,Managerial,Hard Worker,0,1,Biology,maths,Humanities,computer,gaming,9,Introduction to Algorithms,Effective Problem Solving,CERTIFIED SOFTWARE ENGINEER,FAST National University,National University of Science & Technology (NUST),Software Engineer,SE
67,88,10,0,0,3,0,0,5,Higher Studies,Technical,Smart Worker,1,0,Computer,physics,Humanities,computer,teamwork,10,Fixing Issues,System Designing,IT Consultant Certification,"BUITEMS, Quetta","Quaid-e-Awam University of Engineering, Science and Technology",IT Consultant,"IT, CS"
70,74,6,1,0,3,0,0,3,Job,Technical,Hard Worker,0,0,Computer,physics,Pre-engineering,computer,decision making,6,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
94,71,10,0,0,2,0,1,1,Higher Studies,Technical,Smart Worker,1,0,Biology,english,Computer Science,pakistan studies,management,10,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
79,63,4,1,0,4,1,1,1,Job,Managerial,Smart Worker,0,0,Biology,maths,Computer Science,english,leadership,4,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
87,73,5,1,1,2,1,0,2,Job,Technical,Smart Worker,0,0,Computer,maths,Pre-engineering,maths,leadership,5,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
70,89,12,0,0,5,0,0,3,Job,Managerial,Hard Worker,0,0,Biology,maths,Computer Science,computer,adaptability,12,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
61,72,11,0,0,3,0,1,1,Higher Studies,Managerial,Smart Worker,1,1,Biology,maths,Pre-engineering,maths,adaptability,11,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
65,69,7,0,0,2,0,1,3,Job,Technical,Hard Worker,0,1,Biology,maths,Pre-engineering,computer,active listening,7,Economics,Effective Decision Making,Certified General Manager,Lahore University of Management Sciences,"University of Management & Technology, Lahore",General Manager,MBA
70,94,10,1,1,2,1,0,5,Higher Studies,Technical,Hard Worker,1,1,Computer,physics,Pre-engineering,maths,business,10,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
87,66,5,0,0,2,0,1,3,Higher Studies,Technical,Hard Worker,1,1,Biology,maths,Pre-engineering,chemistry,gaming,5,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
69,64,10,1,0,5,1,1,1,Higher Studies,Technical,Smart Worker,0,0,Biology,maths,Pre-engineering,pyhsics,problem solving,10,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
79,80,12,1,0,4,1,1,5,Higher Studies,Managerial,Smart Worker,0,1,Biology,maths,Pre-engineering,computer,critical thinking,12,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
74,65,10,1,1,2,0,1,2,Higher Studies,Technical,Hard Worker,1,1,Biology,maths,Pre-engineering,physics,critical thinking,10,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
78,61,4,0,0,4,0,1,2,Higher Studies,Technical,Smart Worker,0,0,Biology,maths,Computer Science,maths,decision making,4,Algorithmic Complexity,Coding Workshops,Microsoft Certified Solutions Developer,"University of Management & Technology, Lahore",Lahore University of Management Sciences,Programmer,"CS, IT, CIS, MIS"
75,94,12,1,1,4,0,0,4,Higher Studies,Technical,Smart Worker,1,0,Biology,maths,Computer Science,maths,decision making,12,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
68,76,7,1,0,3,1,0,3,Job,Managerial,Hard Worker,1,0,Biology,maths,Computer Science,maths,reading books,7,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
91,74,5,0,0,2,0,0,3,Higher Studies,Managerial,Smart Worker,1,0,Biology,urdu,Computer Science,physics,management,5,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
68,82,9,0,0,1,1,1,4,Higher Studies,Technical,Smart Worker,1,1,Biology,maths,Pre-engineering,english,graphic designing,9,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
61,66,12,1,1,4,1,1,2,Higher Studies,Technical,Smart Worker,0,0,Biology,computer,Pre-engineering,english,teamwork,12,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
67,62,5,1,0,1,1,1,2,Job,Managerial,Smart Worker,0,1,Computer,maths,Computer Science,maths,decision making,5,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
64,60,8,0,0,3,0,1,2,Higher Studies,Managerial,Smart Worker,1,1,Biology,physics,Pre-engineering,english,programming,8,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
92,77,12,1,0,3,1,0,2,Job,Technical,Smart Worker,1,1,Biology,computer,Pre-engineering,physics,testing,12,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
80,78,9,0,0,3,1,0,4,Higher Studies,Technical,Smart Worker,1,0,Computer,maths,Computer Science,english,development,9,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
61,64,10,0,0,2,0,0,1,Higher Studies,Managerial,Hard Worker,1,1,Biology,english,Pre-engineering,computer,adaptability,10,Surveillance,Ethical Hacking Workshop,Certified Ethical Hacker,COMSATS Institute of Information Technology,Pakistan Institute of Engineering and Applied Sciences,Ethical Hacker,CRF
80,63,8,1,1,3,0,1,5,Higher Studies,Technical,Smart Worker,0,1,Computer,maths,Computer Science,english,development,8,Econometrics Mathematics,Industrial Training on Big Data,Google Professional Data Engineer,University of Engineering and Technology (Taxila),NED University of Engineering & Technology,Data Engineer,"CS, IT, SE"
62,61,7,1,0,3,1,1,1,Job,Technical,Hard Worker,1,1,Biology,computer,Pre-engineering,maths,teamwork,7,Computer Systems,Computer Architecture Education,AWS Certified Solution Architect,National University of Science & Technology (NUST),University of the Punjab,Computer Engineer,"CS, CE, EE, CP, CIS"
80,76,6,1,0,1,1,1,3,Job,Technical,Smart Worker,1,0,Computer,physics,Computer Science,physics,adaptability,6,Computer Networking,Training on Successful Networking,Cisco CCNA,NED University of Engineering & Technology,University of Engineering and Technology (Taxila),Network Engineer,"CS, IT, E, CRF"
61,86,10,1,1,3,0,1,5,Higher Studies,Technical,Hard Worker,1,1,Computer,physics,Computer Science,physics,development,10,Cloud Computing,Cloud Computing Workshop,Associate Cloud Engineer,Qurtuba University of Science and Information Technology,City University of Science and Information Technology,Cloud Engineer,"MIS, CS"
